legacy_id	source_set	source_path	source_item	display_name	normalized_capability	target_family	disposition	replacement	parity_level	evidence	rationale
rhel-almalinux-8-024-dvblast	rhel	legacy/rhel-family/AlmaLinux-8/scripts/24-Dvblast.sh	script	Dvblast	dvblast	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-025-openssl	rhel	legacy/rhel-family/AlmaLinux-8/scripts/25-Openssl.sh	script	Openssl	openssl	rhel	blocked-safety	-	unassessed	docs/LEGACY_DISPOSITIONS.md#blocked-critical-components	Unmanaged crypto-stack builds and system library links are permanently rejected; use vendor crypto packages and policy.
rhel-almalinux-8-026-gimp	rhel	legacy/rhel-family/AlmaLinux-8/scripts/26-Gimp.sh	script	Gimp	gimp	rhel	implemented	gimp	intent	https://github.com/Yunushan/linux-software-installer/actions/runs/29640717432#artifact-digest=e744fab69651ad0d2adce755e7a65da1191822af6524d44b8b1d1d259140d477	The active distribution GIMP package has accepted clean-install and repeat-install evidence on AlmaLinux 9.8 and Rocky Linux 9.8; the legacy EPEL/Snap path is intentionally not retained.
rhel-almalinux-8-027-linux-kernel	rhel	legacy/rhel-family/AlmaLinux-8/scripts/27-Linux-Kernel.sh	script	Linux-Kernel	linux-kernel	rhel	blocked-safety	-	unassessed	docs/LEGACY_DISPOSITIONS.md#blocked-critical-components	Third-party kernel installation and bootloader rewrites are permanently rejected; use the vendor kernel and recovery workflow.
rhel-almalinux-8-028-samba	rhel	legacy/rhel-family/AlmaLinux-8/scripts/28-Samba.sh	script	Samba	samba	rhel	planned	samba	intent	-	Candidate mapping to the active samba module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-almalinux-8-029-mysql	rhel	legacy/rhel-family/AlmaLinux-8/scripts/29-Mysql.sh	script	Mysql	mysql	rhel	planned	mysql	intent	-	The active MySQL module uses the supported RHEL-family stream and intentionally removes legacy version selection, repository rewrites and credential mutation; accepted install evidence remains pending.
rhel-almalinux-8-003-ffmpeg	rhel	legacy/rhel-family/AlmaLinux-8/scripts/3-Ffmpeg.sh	script	Ffmpeg	ffmpeg	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-030-mariadb	rhel	legacy/rhel-family/AlmaLinux-8/scripts/30-Mariadb.sh	script	Mariadb	mariadb	rhel	planned	mariadb	intent	-	Candidate mapping to the active mariadb module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-almalinux-8-031-nodejs-npm	rhel	legacy/rhel-family/AlmaLinux-8/scripts/31-Nodejs-Npm.sh	script	Nodejs-Npm	nodejs-npm	rhel	planned	nodejs	intent	-	Candidate mapping to the active nodejs module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-almalinux-8-032-net-sdk	rhel	legacy/rhel-family/AlmaLinux-8/scripts/32-.Net-Sdk.sh	script	.Net-Sdk	net-sdk	rhel	planned	dotnet-sdk	intent	-	The active dotnet-sdk module uses the current distribution AppStream SDK and rejects remote installer scripts and obsolete version menus; accepted install evidence remains pending.
rhel-almalinux-8-033-openssh	rhel	legacy/rhel-family/AlmaLinux-8/scripts/33-Openssh.sh	script	Openssh	openssh	rhel	blocked-safety	-	unassessed	docs/LEGACY_DISPOSITIONS.md#blocked-critical-components	Replacing the vendor SSH stack from source is permanently rejected; use vendor packages and administrator-reviewed policy.
rhel-almalinux-8-034-winehq	rhel	legacy/rhel-family/AlmaLinux-8/scripts/34-Winehq.sh	script	Winehq	winehq	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-035-visual-studio-code	rhel	legacy/rhel-family/AlmaLinux-8/scripts/35-Visual-Studio-Code.sh	script	Visual-Studio-Code	visual-studio-code	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-036-android-studio	rhel	legacy/rhel-family/AlmaLinux-8/scripts/36-Android-Studio.sh	script	Android-Studio	android-studio	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-037-postman	rhel	legacy/rhel-family/AlmaLinux-8/scripts/37-Postman.sh	script	Postman	postman	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-038-beekeeper-studio	rhel	legacy/rhel-family/AlmaLinux-8/scripts/38-Beekeeper-Studio.sh	script	Beekeeper-Studio	beekeeper-studio	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-039-mysql-router	rhel	legacy/rhel-family/AlmaLinux-8/scripts/39-Mysql-Router.sh	script	Mysql-Router	mysql-router	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-004-gcc	rhel	legacy/rhel-family/AlmaLinux-8/scripts/4-Gcc.sh	script	Gcc	gcc	rhel	planned	build-tools	intent	-	The build-tools candidate supplies distro-managed GCC; accepted RHEL install and parity evidence remain pending.
rhel-almalinux-8-040-gocd-server-agent	rhel	legacy/rhel-family/AlmaLinux-8/scripts/40-Gocd-Server-Agent.sh	script	Gocd-Server-Agent	gocd-server-agent	rhel	out-of-scope	-	unassessed	docs/LEGACY_DISPOSITIONS.md#reviewed-vendor-or-deployment-handoffs	GoCD requires a server, registered agents, network reachability and operator authorization; use GoCD's deployment workflow.
rhel-almalinux-8-041-flutter	rhel	legacy/rhel-family/AlmaLinux-8/scripts/41-Flutter.sh	script	Flutter	flutter	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-042-ruby	rhel	legacy/rhel-family/AlmaLinux-8/scripts/42-Ruby.sh	script	Ruby	ruby	rhel	implemented	ruby	intent	https://github.com/Yunushan/linux-software-installer/actions/runs/29640717432#artifact-digest=e744fab69651ad0d2adce755e7a65da1191822af6524d44b8b1d1d259140d477	The active distribution Ruby package has accepted clean-install and repeat-install evidence on AlmaLinux 9.8 and Rocky Linux 9.8; the legacy optional Snap path is intentionally not retained.
rhel-almalinux-8-043-zabbix-server	rhel	legacy/rhel-family/AlmaLinux-8/scripts/43-Zabbix-Server.sh	script	Zabbix-Server	zabbix-server	rhel	out-of-scope	-	unassessed	docs/LEGACY_DISPOSITIONS.md#reviewed-vendor-or-deployment-handoffs	Zabbix server requires a database, web frontend, server/agent topology and SELinux/network policy; use Zabbix's operator workflow.
rhel-almalinux-8-044-urbackup-server	rhel	legacy/rhel-family/AlmaLinux-8/scripts/44-Urbackup-Server.sh	script	Urbackup-Server	urbackup-server	rhel	out-of-scope	-	unassessed	docs/LEGACY_DISPOSITIONS.md#reviewed-vendor-or-deployment-handoffs	UrBackup server requires backup storage, client enrollment, authentication, network exposure and restore policy; use its administration workflow.
rhel-almalinux-8-045-postgresql	rhel	legacy/rhel-family/AlmaLinux-8/scripts/45-Postgresql.sh	script	Postgresql	postgresql	rhel	planned	postgresql	intent	-	Candidate mapping to the active postgresql module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-almalinux-8-046-tinc	rhel	legacy/rhel-family/AlmaLinux-8/scripts/46-Tinc.sh	script	Tinc	tinc	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-005-gplusplus	rhel	legacy/rhel-family/AlmaLinux-8/scripts/5-G++.sh	script	G++	gplusplus	rhel	planned	build-tools	intent	-	The build-tools candidate supplies distro-managed G++; accepted RHEL install and parity evidence remain pending.
rhel-almalinux-8-006-cmake	rhel	legacy/rhel-family/AlmaLinux-8/scripts/6-Cmake.sh	script	Cmake	cmake	rhel	planned	build-tools	intent	-	The build-tools candidate supplies distro-managed CMake; accepted RHEL install and parity evidence remain pending.
rhel-almalinux-8-007-vlc	rhel	legacy/rhel-family/AlmaLinux-8/scripts/7-Vlc.sh	script	Vlc	vlc	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-008-apache	rhel	legacy/rhel-family/AlmaLinux-8/scripts/8-Apache.sh	script	Apache	apache	rhel	planned	apache	intent	-	Candidate mapping to the active apache module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-almalinux-8-009-monitoring-tools	rhel	legacy/rhel-family/AlmaLinux-8/scripts/9-Monitoring-Tools.sh	script	Monitoring-Tools	monitoring-tools	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-9-001-php	rhel	legacy/rhel-family/AlmaLinux-9/scripts/1-Php.sh	script	Php	php	rhel	planned	php	intent	-	Candidate mapping to the active php module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-almalinux-9-010-openssl	rhel	legacy/rhel-family/AlmaLinux-9/scripts/10-Openssl.sh	script	Openssl	openssl	rhel	blocked-safety	-	unassessed	docs/LEGACY_DISPOSITIONS.md#blocked-critical-components	Forced RPM replacement and unmanaged crypto-stack builds are permanently rejected; use vendor crypto packages and policy.
rhel-almalinux-9-011-openssh	rhel	legacy/rhel-family/AlmaLinux-9/scripts/11-Openssh.sh	script	Openssh	openssh	rhel	blocked-safety	-	unassessed	docs/LEGACY_DISPOSITIONS.md#blocked-critical-components	Replacing vendor SSH/PAM policy and enabling root/password login are permanently rejected; use vendor packages and reviewed access policy.
rhel-almalinux-9-002-grub-customizer	rhel	legacy/rhel-family/AlmaLinux-9/scripts/2-Grub-Customizer.sh	script	Grub-Customizer	grub-customizer	rhel	blocked-safety	-	unassessed	docs/LEGACY_DISPOSITIONS.md#blocked-critical-components	An unsigned unpinned source install of bootloader-management software is permanently rejected; use vendor GRUB tooling.
rhel-almalinux-9-003-snap	rhel	legacy/rhel-family/AlmaLinux-9/scripts/3-Snap.sh	script	Snap	snap	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-9-004-python	rhel	legacy/rhel-family/AlmaLinux-9/scripts/4-Python.sh	script	Python	python	rhel	planned	python	intent	-	Candidate mapping to the active python module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-almalinux-9-005-winehq	rhel	legacy/rhel-family/AlmaLinux-9/scripts/5-Winehq.sh	script	Winehq	winehq	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-9-006-htop	rhel	legacy/rhel-family/AlmaLinux-9/scripts/6-Htop.sh	script	Htop	htop	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-9-007-ffmpeg	rhel	legacy/rhel-family/AlmaLinux-9/scripts/7-Ffmpeg.sh	script	Ffmpeg	ffmpeg	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-9-008-nginx	rhel	legacy/rhel-family/AlmaLinux-9/scripts/8-Nginx.sh	script	Nginx	nginx	rhel	planned	nginx	intent	-	Candidate mapping to the active nginx module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-almalinux-9-009-linux-kernel	rhel	legacy/rhel-family/AlmaLinux-9/scripts/9-Linux-Kernel.sh	script	Linux-Kernel	linux-kernel	rhel	blocked-safety	-	unassessed	docs/LEGACY_DISPOSITIONS.md#blocked-critical-components	Third-party mainline/LTS kernel ownership is permanently rejected; use the vendor kernel and recovery workflow.
rhel-centos-6-001-php	rhel	legacy/rhel-family/Centos-6/scripts/1-Php.sh	script	Php	php	rhel	planned	php	intent	-	Candidate mapping to the active php module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-centos-6-002-nginx	rhel	legacy/rhel-family/Centos-6/scripts/2-Nginx.sh	script	Nginx	nginx	rhel	planned	nginx	intent	-	Candidate mapping to the active nginx module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-centos-6-003-ffmpeg	rhel	legacy/rhel-family/Centos-6/scripts/3-Ffmpeg.sh	script	Ffmpeg	ffmpeg	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-6-004-gcc	rhel	legacy/rhel-family/Centos-6/scripts/4-Gcc.sh	script	Gcc	gcc	rhel	planned	build-tools	intent	-	The active build-tools candidate preserves the compiler intent on supported RHEL-family releases; legacy CentOS 6 remains blocked and evidence is pending.
rhel-centos-6-005-gplusplus	rhel	legacy/rhel-family/Centos-6/scripts/5-G++.sh	script	G++	gplusplus	rhel	planned	build-tools	intent	-	The active build-tools candidate preserves the C++ compiler intent on supported RHEL-family releases; legacy CentOS 6 remains blocked and evidence is pending.
rhel-centos-6-006-cmake	rhel	legacy/rhel-family/Centos-6/scripts/6-Cmake.sh	script	Cmake	cmake	rhel	planned	build-tools	intent	-	The active build-tools candidate preserves the CMake intent on supported RHEL-family releases; legacy CentOS 6 remains blocked and evidence is pending.
rhel-centos-6-007-vlc	rhel	legacy/rhel-family/Centos-6/scripts/7-Vlc.sh	script	Vlc	vlc	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-6-008-apache	rhel	legacy/rhel-family/Centos-6/scripts/8-Apache.sh	script	Apache	apache	rhel	planned	apache	intent	-	Candidate mapping to the active apache module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-centos-7-001-php	rhel	legacy/rhel-family/Centos-7/scripts/1-Php.sh	script	Php	php	rhel	planned	php	intent	-	Candidate mapping to the active php module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-centos-7-010-transmission	rhel	legacy/rhel-family/Centos-7/scripts/10-Transmission.sh	script	Transmission	transmission	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-011-nmap	rhel	legacy/rhel-family/Centos-7/scripts/11-Nmap.sh	script	Nmap	nmap	rhel	implemented	nmap	intent	https://github.com/Yunushan/linux-software-installer/actions/runs/29640717432#artifact-digest=e744fab69651ad0d2adce755e7a65da1191822af6524d44b8b1d1d259140d477	The active distribution Nmap package has accepted clean-install and repeat-install evidence on AlmaLinux 9.8 and Rocky Linux 9.8; downloaded latest-RPM behavior is intentionally not retained.
rhel-centos-7-012-irssi	rhel	legacy/rhel-family/Centos-7/scripts/12-Irssi.sh	script	Irssi	irssi	rhel	implemented	irssi	intent	https://github.com/Yunushan/linux-software-installer/actions/runs/29640717432#artifact-digest=e744fab69651ad0d2adce755e7a65da1191822af6524d44b8b1d1d259140d477	The active distribution Irssi client has accepted clean-install and repeat-install evidence on AlmaLinux 9.8 and Rocky Linux 9.8; the current supported target baseline replaces the EOL CentOS 7 package install.
rhel-centos-7-013-timeshift	rhel	legacy/rhel-family/Centos-7/scripts/13-Timeshift.sh	script	Timeshift	timeshift	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-014-jenkins	rhel	legacy/rhel-family/Centos-7/scripts/14-Jenkins.sh	script	Jenkins	jenkins	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-015-docker	rhel	legacy/rhel-family/Centos-7/scripts/15-Docker.sh	script	Docker	docker	rhel	planned	podman	intent	-	The active Podman module is the supported daemonless container-engine supersession for this legacy Docker workflow; accepted install evidence remains pending.
rhel-centos-7-016-weechat	rhel	legacy/rhel-family/Centos-7/scripts/16-Weechat.sh	script	Weechat	weechat	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-017-quassel	rhel	legacy/rhel-family/Centos-7/scripts/17-Quassel.sh	script	Quassel	quassel	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-018-neofetch	rhel	legacy/rhel-family/Centos-7/scripts/18-Neofetch.sh	script	Neofetch	neofetch	rhel	retired	-	unassessed	docs/LEGACY_DISPOSITIONS.md#retired-pinned-or-discontinued-products	The original Neofetch project is archived; the legacy COPR path is not recreated.
rhel-centos-7-019-gnu-emacs	rhel	legacy/rhel-family/Centos-7/scripts/19-Gnu-Emacs.sh	script	Gnu-Emacs	gnu-emacs	rhel	implemented	emacs	intent	https://github.com/Yunushan/linux-software-installer/actions/runs/29640717432#artifact-digest=e744fab69651ad0d2adce755e7a65da1191822af6524d44b8b1d1d259140d477	The active distribution Emacs package has accepted clean-install and repeat-install evidence on AlmaLinux 9.8 and Rocky Linux 9.8; the current supported target baseline replaces the EOL CentOS 7 package install and EPEL enablement.
rhel-centos-7-002-nginx	rhel	legacy/rhel-family/Centos-7/scripts/2-Nginx.sh	script	Nginx	nginx	rhel	planned	nginx	intent	-	Candidate mapping to the active nginx module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-centos-7-020-kubectl	rhel	legacy/rhel-family/Centos-7/scripts/20-Kubectl.sh	script	Kubectl	kubectl	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-021-magic-wormhole	rhel	legacy/rhel-family/Centos-7/scripts/21-Magic-Wormhole.sh	script	Magic-Wormhole	magic-wormhole	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-022-neovim	rhel	legacy/rhel-family/Centos-7/scripts/22-Neovim.sh	script	Neovim	neovim	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-023-openjdk	rhel	legacy/rhel-family/Centos-7/scripts/23-Openjdk.sh	script	Openjdk	openjdk	rhel	planned	openjdk	intent	-	Candidate mapping to the active openjdk module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-centos-7-024-deluge	rhel	legacy/rhel-family/Centos-7/scripts/24-Deluge.sh	script	Deluge	deluge	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-025-snap	rhel	legacy/rhel-family/Centos-7/scripts/25-Snap.sh	script	Snap	snap	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-026-winehq	rhel	legacy/rhel-family/Centos-7/scripts/26-Winehq.sh	script	Winehq	winehq	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-027-vmware-workstation-pro	rhel	legacy/rhel-family/Centos-7/scripts/27-Vmware-Workstation-Pro.sh	script	Vmware-Workstation-Pro	vmware-workstation-pro	rhel	out-of-scope	-	unassessed	docs/LEGACY_DISPOSITIONS.md#reviewed-vendor-or-deployment-handoffs	Authenticated proprietary downloads, EULA acceptance and host kernel modules remain owned by VMware's supported Workstation workflow.
rhel-centos-7-028-telegram	rhel	legacy/rhel-family/Centos-7/scripts/28-Telegram.sh	script	Telegram	telegram	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-029-screenfetch	rhel	legacy/rhel-family/Centos-7/scripts/29-Screenfetch.sh	script	Screenfetch	screenfetch	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-003-ffmpeg	rhel	legacy/rhel-family/Centos-7/scripts/3-Ffmpeg.sh	script	Ffmpeg	ffmpeg	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-030-postman	rhel	legacy/rhel-family/Centos-7/scripts/30-Postman.sh	script	Postman	postman	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-031-dbeaver-ce	rhel	legacy/rhel-family/Centos-7/scripts/31-Dbeaver-Ce.sh	script	Dbeaver-Ce	dbeaver-ce	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-032-anydesk	rhel	legacy/rhel-family/Centos-7/scripts/32-Anydesk.sh	script	Anydesk	anydesk	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-033-jitsi	rhel	legacy/rhel-family/Centos-7/scripts/33-Jitsi.sh	script	Jitsi	jitsi	rhel	retired	-	unassessed	docs/LEGACY_DISPOSITIONS.md#retired-pinned-or-discontinued-products	Jitsi Desktop is not actively developed and publishes no RPM packages; the scraped CentOS RPM workflow is retired.
rhel-centos-7-034-dvblast	rhel	legacy/rhel-family/Centos-7/scripts/34-Dvblast.sh	script	Dvblast	dvblast	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-035-electronmail	rhel	legacy/rhel-family/Centos-7/scripts/35-Electronmail.sh	script	Electronmail	electronmail	rhel	out-of-scope	-	unassessed	docs/LEGACY_DISPOSITIONS.md#reviewed-vendor-or-deployment-handoffs	ElectronMail is an unofficial Proton Mail client that can store credentials, sessions and mail locally; use Proton's supported Linux or web client.
rhel-centos-7-036-pycharm-community	rhel	legacy/rhel-family/Centos-7/scripts/36-Pycharm-Community.sh	script	Pycharm-Community	pycharm-community	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-037-gimp	rhel	legacy/rhel-family/Centos-7/scripts/37-Gimp.sh	script	Gimp	gimp	rhel	implemented	gimp	intent	https://github.com/Yunushan/linux-software-installer/actions/runs/29640717432#artifact-digest=e744fab69651ad0d2adce755e7a65da1191822af6524d44b8b1d1d259140d477	The active distribution GIMP package has accepted clean-install and repeat-install evidence on AlmaLinux 9.8 and Rocky Linux 9.8; the legacy downloaded Flatpak reference is intentionally not retained.
rhel-centos-7-038-linux-kernel	rhel	legacy/rhel-family/Centos-7/scripts/38-Linux-Kernel.sh	script	Linux-Kernel	linux-kernel	rhel	blocked-safety	-	unassessed	docs/LEGACY_DISPOSITIONS.md#blocked-critical-components	Third-party kernel installation and boot selection changes are permanently rejected; use a supported distribution's kernel and recovery workflow.
rhel-centos-7-039-samba	rhel	legacy/rhel-family/Centos-7/scripts/39-Samba.sh	script	Samba	samba	rhel	planned	samba	intent	-	Candidate mapping to the active samba module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-centos-7-004-gcc	rhel	legacy/rhel-family/Centos-7/scripts/4-Gcc.sh	script	Gcc	gcc	rhel	planned	build-tools	intent	-	The active build-tools candidate preserves the compiler intent on supported RHEL-family releases; legacy CentOS 7 remains blocked and evidence is pending.
rhel-centos-7-040-mysql	rhel	legacy/rhel-family/Centos-7/scripts/40-Mysql.sh	script	Mysql	mysql	rhel	planned	mysql	intent	-	The active MySQL module uses the supported RHEL-family stream and intentionally removes legacy version selection, repository rewrites and credential mutation; accepted install evidence remains pending.
rhel-centos-7-041-mariadb	rhel	legacy/rhel-family/Centos-7/scripts/41-Mariadb.sh	script	Mariadb	mariadb	rhel	planned	mariadb	intent	-	Candidate mapping to the active mariadb module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-centos-7-042-nodejs-and-npm	rhel	legacy/rhel-family/Centos-7/scripts/42-Nodejs-And-Npm.sh	script	Nodejs-And-Npm	nodejs-and-npm	rhel	planned	nodejs	intent	-	Candidate mapping to the active nodejs module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-centos-7-043-net-sdk	rhel	legacy/rhel-family/Centos-7/scripts/43-.Net-Sdk.sh	script	.Net-Sdk	net-sdk	rhel	planned	dotnet-sdk	intent	-	The active dotnet-sdk module uses the current distribution AppStream SDK and rejects remote installer scripts and obsolete version menus; accepted install evidence remains pending.
rhel-centos-7-044-tinc	rhel	legacy/rhel-family/Centos-7/scripts/44-Tinc.sh	script	Tinc	tinc	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-045-zabbix-server	rhel	legacy/rhel-family/Centos-7/scripts/45-Zabbix-Server.sh	script	Zabbix-Server	zabbix-server	rhel	out-of-scope	-	unassessed	docs/LEGACY_DISPOSITIONS.md#reviewed-vendor-or-deployment-handoffs	Zabbix server requires a database, web frontend, server/agent topology and SELinux/network policy; use Zabbix's operator workflow.
rhel-centos-7-005-gplusplus	rhel	legacy/rhel-family/Centos-7/scripts/5-G++.sh	script	G++	gplusplus	rhel	planned	build-tools	intent	-	The active build-tools candidate preserves the C++ compiler intent on supported RHEL-family releases; legacy CentOS 7 remains blocked and evidence is pending.
rhel-centos-7-006-cmake	rhel	legacy/rhel-family/Centos-7/scripts/6-Cmake.sh	script	Cmake	cmake	rhel	planned	build-tools	intent	-	The active build-tools candidate preserves the CMake intent on supported RHEL-family releases; legacy CentOS 7 remains blocked and evidence is pending.
rhel-centos-7-007-vlc	rhel	legacy/rhel-family/Centos-7/scripts/7-Vlc.sh	script	Vlc	vlc	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-centos-7-008-apache	rhel	legacy/rhel-family/Centos-7/scripts/8-Apache.sh	script	Apache	apache	rhel	planned	apache	intent	-	Candidate mapping to the active apache module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-centos-7-009-monitoring-tools	rhel	legacy/rhel-family/Centos-7/scripts/9-Monitoring-Tools.sh	script	Monitoring-Tools	monitoring-tools	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-red-hat-enterprise-linux-8-001-php	rhel	legacy/rhel-family/Red-Hat-Enterprise-Linux-8/scripts/1-Php.sh	script	Php	php	rhel	planned	php	intent	-	Candidate mapping to the active php module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-red-hat-enterprise-linux-8-010-redis	rhel	legacy/rhel-family/Red-Hat-Enterprise-Linux-8/scripts/10-Redis.sh	script	Redis	redis	rhel	planned	redis	intent	-	Candidate mapping to the active redis module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-red-hat-enterprise-linux-8-011-openssl	rhel	legacy/rhel-family/Red-Hat-Enterprise-Linux-8/scripts/11-Openssl.sh	script	Openssl	openssl	rhel	blocked-safety	-	unassessed	docs/LEGACY_DISPOSITIONS.md#blocked-critical-components	Forced RPM replacement and unmanaged crypto-stack builds are permanently rejected; use vendor crypto packages and policy.
